,name,disc,college
2359,Principles of Modern CDMA/ MIMO/ OFDM Wireless Communications(Course sponsored by Aricent),Electronics & Communication Engineering,IIT Kanpur
2360,Millimeter Wave Technology,Electronics & Communication Engineering,IIT Kharagpur
2361,Power system analysis,Electronics & Communication Engineering,IIT Kharagpur
2362,Probability and Random Variables/ Processes for Wireless Communications,Electronics & Communication Engineering,IIT Kanpur
2363,Estimation for Wireless Communications - MIMO/ OFDM Cellular and Sensor Networks(Course sponsored by Aricent),Electronics & Communication Engineering,IIT Kanpur
2364,Analog communication,Electronics & Communication Engineering,IIT Kharagpur
2365,Error Control Coding: An Introduction to Convolutional Codes,Electronics & Communication Engineering,IIT Kanpur
2366,Modern digital communication techniques,Electronics & Communication Engineering,IIT Kharagpur
2367,Error control coding: An introduction to linear block code,Electronics & Communication Engineering,IIT Kanpur
2368,Digital speech processing,Electronics & Communication Engineering,IIT Kharagpur
2369,Broadband Networks: Concepts and Technology,Electronics & Communication Engineering,IIT Bombay
2370,Digital Communication,Electronics & Communication Engineering,IIT Bombay
2371,Analog Circuits and Systems through SPICE Simulation,Electronics & Communication Engineering,IIT Kharagpur
2372,Communication Networks,Electronics & Communication Engineering,IIT Kharagpur
2373,Information Theory and Coding,Electronics & Communication Engineering,IIT Bombay
2374,Signal Processing Techniques And Its Applications,Electronics & Communication Engineering,IIT Kharagpur
2375,Optical Communication,Electronics & Communication Engineering,IIT Bombay
2376,"Bayesian/ MMSE Estimation for Wireless Communications –MIMO/ OFDM 
Cellular and Sensor Networks",Electronics & Communication Engineering,IIT Kanpur
2377,Signals and Systems,Electronics & Communication Engineering,IIT Bombay
2378,Optical communications,Electronics & Communication Engineering,IIT Kanpur
2379,Nanobiotechnology,Nanotechnology,IIT Roorkee
2380,Nanobiotechnology,Nanotechnology,IIT Madras
2381,Nanophotonics,Nanotechnology,IIT Madras
2382,Nanostructures and Nanomaterials: Characterization and Properties,Nanotechnology,IIT Kanpur
2383,"Nano structured materials-synthesis, properties, self assembly and applications",Nanotechnology,IIT Delhi
2384,Physics of Atmosphere and Ocean,Atmospheric Science,IIT Delhi
2385,Radiation Heat Transfer,Atmospheric Science,IISc Bangalore
2386,The monsoon and its variability,Atmospheric Science,IISc Bangalore
2387,Introduction to Atmospheric Science,Atmospheric Science,IIT Madras
2388,Aquatic Biodiversity and Environmental Pollution,Environmental Science,IISc Bangalore
2389,Environment Management,Environmental Science,IISc Bangalore
2390,Municipal Solid Waste Management,Environmental Science,IISc Bangalore
2391,Introduction to Remote Sensing,General,IIT Roorkee
2392,Ayurvedic Inheritance of India,General,IIT Madras
2393,Introduction to Research,General,IIT Madras
2394,Biology for engineers and other non-biologists,General,IIT Madras
2395,Digital and the Everyday: from codes to cloud,General,IIT Madras
2396,Effective Engineering Teaching in Practice,General,IIT Madras
2397,Virtual Reality Engineering,General,IIT Madras
2398,Non-Conventional Energy Resources,General,IIT Madras
2399,Stress Management,General,IIT Kharagpur
2400,Outcome Based Pedagogic Principles for Effective Teaching,General,IIT Kharagpur
2401,Introduction to Japanese Language  and Culture,General,IIT Kanpur
2402,"Astronomy in Ancient, Medieval and Early Telescopic Era of India",General,IIT Kanpur
2403,Engineering Chemistry I,Basic courses-Sem 1 and 2,IIT Bombay
2404,Engineering Physics II,Basic courses-Sem 1 and 2,IIT Bombay
2405,Mathematics I,Basic courses-Sem 1 and 2,IIT Bombay
2406,Concept of Management and Evolution of Management thought,Basic courses-Sem 1 and 2,IISc Bangalore
2407,Engineering Physics I,Basic courses-Sem 1 and 2,IIT Roorkee
2408,Mathematics II,Basic courses-Sem 1 and 2,IIT Roorkee
2409,Mathematics III,Basic courses-Sem 1 and 2,IIT Roorkee
2410,Basic Electronics and Lab,Basic courses-Sem 1 and 2,IIT Madras
2411,Basic Electronics and Lab,Basic courses-Sem 1 and 2,IIT Madras
2412,Classical Physics,Basic courses-Sem 1 and 2,IIT Madras
2413,Engineering Chemistry I,Basic courses-Sem 1 and 2,IIT Madras
2414,Engineering Chemistry III,Basic courses-Sem 1 and 2,IIT Madras
2415,Environmental Chemistry and Analysis,Basic courses-Sem 1 and 2,IIT Madras
2416,Management Science I,Basic courses-Sem 1 and 2,IIT Madras
2417,Management Science II,Basic courses-Sem 1 and 2,IIT Madras
2418,Numerical methods and programing,Basic courses-Sem 1 and 2,IIT Madras
2419,Quantum Physics,Basic courses-Sem 1 and 2,IIT Madras
2420,Human Resource Management-I,Basic courses-Sem 1 and 2,IIT Kharagpur
2421,Leadership,Basic courses-Sem 1 and 2,IIT Kharagpur
2422,Management Information System,Basic courses-Sem 1 and 2,IIT Kharagpur
2423,Physics I - Oscillations & Waves,Basic courses-Sem 1 and 2,IIT Kharagpur
2424,Strategic Management,Basic courses-Sem 1 and 2,IIT Kharagpur
2425,Basic Electronics,Basic courses-Sem 1 and 2,IIT Kanpur
2426,Engineering Mechanics,Basic courses-Sem 1 and 2,IIT Kanpur
2427,Engineering Mechanics,Basic courses-Sem 1 and 2,IIT Kanpur
2428,Engineering Physics II,Basic courses-Sem 1 and 2,IIT Kanpur
2429,Mathematics I,Basic courses-Sem 1 and 2,IIT Kanpur
2430,Mathematics II,Basic courses-Sem 1 and 2,IIT Kanpur
2431,Numerical Analysis in Computer Programming,Basic courses-Sem 1 and 2,IIT Kanpur
2432,Engineering Physics I (Experiment),Basic courses-Sem 1 and 2,IIT Guwahati
2433,Engineering Physics I (Theory),Basic courses-Sem 1 and 2,IIT Guwahati
2434,Mathematics III,Basic courses-Sem 1 and 2,IIT Guwahati
2435,Applied mechanics,Basic courses-Sem 1 and 2,IIT Delhi
2436,Environment and Ecology,Basic courses-Sem 1 and 2,IIT Delhi
2437,Management Science I,Basic courses-Sem 1 and 2,IIT Delhi
2438,Materials Science,Basic courses-Sem 1 and 2,IIT Delhi
2439,Numerical Methods and Computation,Basic courses-Sem 1 and 2,IIT Delhi
2440,Basic Biology,Basic courses-Sem 1 and 2,IIT Guwahati
2441,An Introduction to Underground Mine Environment and Ventilation,Mining Engineering,IIT Madras
2442,Fundamentals of Environmental Pollution and Control,Mining Engineering,IIT Kharagpur
2443,Drilling and Blasting Technology,Mining Engineering,IIT Kharagpur
2444,Network Analysis for Mines and Mineral Engineering,Mining Engineering,IIT Kharagpur
2445,Mining Machinery,Mining Engineering,IIT Kharagpur
2446,Underground Mining of Metalliferous deposits,Mining Engineering,IIT Kharagpur
2447,Surface Mining Technology,Mining Engineering,IIT Kharagpur
2448,User Interface Design,Architecture,IIT Roorkee
2449,Disaster Recovery And Build Back Better,Architecture,IIT Roorkee
2450,Sustainable Architecture,Architecture,IIT Roorkee
2451,"Structure, Form and Architecture : The Synergy",Architecture,IIT Roorkee
2452,Introduction to History of Architecture in India,Architecture,IISER Pune
2453,Landscape Architecture and Site Planning - Basic Fundamentals,Architecture,IIT Kharagpur
2454,Architectural Conservation And Historic Preservation,Architecture,IIT Kharagpur
2455,Architectural Acoustics,Architecture,IIT Kharagpur
2456,Building Materials and Composites,Architecture,IIT Kharagpur
2457,Environmental Soil Chemistry,Architecture,IIT Kharagpur
2458,Structural System in Architecture,Architecture,IIT Kharagpur
2459,Urban Landuse and transportation planning,Architecture,IIT Kharagpur
2460,Engineering/Architectural Graphics _ part I _ Orthographic projection,Architecture,IIT Roorkee
2461,Introduction to Urban Planning,Architecture,IIT Roorkee
2462,Engineering/Architectural Graphics – part II – Isometric and Axonometric Drawings,Architecture,IIT Roorkee
2463,Environmental Impact Assessment,Architecture,IIT Roorkee
2464,Modern Indian Architecture,Architecture,IIT Roorkee
2465,International Studies in Vernacular Architecture,Architecture,IIT Roorkee
2466,Strategies for Sustainable Design,Architecture,IIT Hyderabad
2467,"Urban utilities Planning : Water Supply, Sanitation and Drainage",Architecture,IIT Kharagpur
2468,Housing Policy & Planning,Architecture,IIT Roorkee
2469,"Visual Communication Design for Digital Media
",Architecture,IIT Roorkee
2470,Culturally Responsive Built Environments,Architecture,IIT Roorkee
2471,Contemporary Architecture and Design,Architecture,IIT Roorkee
2472,Role of Craft and Technology in Interior - Architecture,Architecture,IIT Roorkee
2473,Urban governance and Development Management (UGDM),Architecture,IIT Roorkee
2474,Momentum transfer in process engineering,Agriculture,IIT Kharagpur
2475,Farm Machinery,Agriculture,IIT Kharagpur
2476,Irrigation and Drainage,Agriculture,IIT Kharagpur
2477,Fundamentals of Food Process Engineering,Agriculture,IIT Kharagpur
2478,Soil and Water Conservation Engineering,Agriculture,IIT Kharagpur
2479,Dairy and Food process and products technology,Agriculture,IIT Kharagpur
2480,Organic Farming for Sustainable Agricultural Production,Agriculture,IIT Kharagpur
2481,Novel Technologies for Food Processing and Shelf Life Extension,Agriculture,IIT Kharagpur
2482,Soil Science and Technology,Agriculture,IIT Kharagpur
2483,Thermal Operations in Food Process Engineering: Theory and Applications,Agriculture,IIT Kharagpur
2484,Micro Irrigation Engineering,Agriculture,IIT Kharagpur
2485,Instrumentation and Process Control in Food Industry,Agriculture,IIT Kharagpur
2486,Machine Learning For Soil And Crop Management,Agriculture,IIT Kharagpur
2487,Advanced Aquaculture Technology,Agriculture,IIT Kharagpur
2488,"Post Harvest Operations and Processing of Fruits, Vegetables, Spices and Plantation Crop Products",Agriculture,IIT Kharagpur
2489,Soil Fertility And Fertilizers,Agriculture,IIT Kharagpur
2490,Basic Crop Production Practices (BCPP),Agriculture,IIT Kanpur
2491,GIS in Ag-Essentials and Applications (GIS),Agriculture,IIT Kanpur
2492,Integrated Pest Management (IPM),Agriculture,IIT Kanpur
2493,"Nutrition, Therapeutics and Health (NM)",Agriculture,IIT Kanpur
2494,Weather Forecast in Agriculture and Agro-advisory (WF),Agriculture,IIT Kanpur
2495,ICT Basics,Agriculture,IIT Kanpur
2496,MobiMOOC (Audio Course in Hindi),Agriculture,IIT Kanpur
2497,Thermal Processing of Foods,Agriculture,IIT Guwahati
2498,Natural Resources Management,Agriculture,IIT Guwahati
2499,NBA Accreditation and Teaching - Learning in Engineering (NATE),Multidisciplinary,IISc Bangalore
2500,Designing Learner-Centric MOOCs,Multidisciplinary,IIT Bombay
2501,Introduction To Learning Analytics,Multidisciplinary,IIT Bombay
2502,Designing learner-centric e-learning in STEM disciplines,Multidisciplinary,IIT Bombay
2503,"Sustainable and Affordable Sanitation Solutions For Small Towns: Policy, Planning and Practice",Multidisciplinary,IIT Bombay
2504,Basic course in Biomedical Research,Multidisciplinary,IIT Madras
2505,Thermodynamics,Multidisciplinary,IIT Madras
2506,"Regulatory requirements for medical devices
including in vitro diagnostics in India (Version
2.0)",Multidisciplinary,IIT Madras
2507,"Current regulatory requirements for
conducting clinical trials in India for
investigational new drugs/new drug (Version
3.0)",Multidisciplinary,IIT Madras
2508,Game Theory,Multidisciplinary,IIT Bombay
2509,Teaching And Learning in Engineering (TALE),Multidisciplinary,IISc Bangalore
2510,Teaching And Learning in General Programs: TALG,Multidisciplinary,IISc Bangalore
2511,Health Research Fundamentals,Multidisciplinary,IIT Madras
2512,(TALE 2: Course Design and Instruction of Engineering Courses),Multidisciplinary,IISc Bangalore
2513,Model Predictive Control: Theory and Applications,Multidisciplinary,IIT Madras
2514,Research Methodology,Multidisciplinary,IIT Madras
2515,Management of Medical Emergencies in Dental Practice,Multidisciplinary,IIT Madras
2516,Basic Course in Ornithology,Multidisciplinary,IIT Madras
2517,Saveetha Dental College And Hospitals: Oral Biology,Multidisciplinary,IIT Madras
2518,Introduction to Biomimicry,Multidisciplinary,IIT Madras
2519,Electrocardiogram - Interpretation and application in clinical practice,Multidisciplinary,IIT Madras
2520,Biophotonics,Multidisciplinary,IIT Kharagpur
2521,Vacuum Technology & Process Application,Multidisciplinary,IIT Kharagpur
2522,Basics of Health Promotion and Education Intervention,Multidisciplinary,IIT Kharagpur
2523,Neuroscience of Human Movements,Multidisciplinary,IIT Madras
2524,Manage TB,Multidisciplinary,IIT Madras
2525,Ecology and Environment,Multidisciplinary,IIT Madras
2526,Current regulatory requirements for conducting clinical trials in India,Multidisciplinary,IIT Madras
2527,Regulatory requirements for medical devices and IVDs in India,Multidisciplinary,IIT Madras
2528,Qualitative Research Methods and Research Writing,Multidisciplinary,IIT Kharagpur
2529,Numerical Methods for Engineers,Multidisciplinary,IIT Madras
2530,Learning Analytics Tools,Multidisciplinary,IIT Bombay
2531,Fuzzy Logic and Neural Networks,Multidisciplinary,IIT Kharagpur
2532,Entrepreneurship Essentials,Multidisciplinary,IIT Kharagpur
2533,Roadmap for patent creation,Multidisciplinary,IIT Kharagpur
2534,Fundamental of Fluid Mechanics for Chemical and Biomedical Engineers,Multidisciplinary,IIT Guwahati
2535,Accreditation and Outcome based Learning,Multidisciplinary,IIT Kharagpur
2536,Introduction to Environmental Engineering and Science - Fundamental and Sustainability Concepts,Multidisciplinary,IIT Kharagpur
2537,"ACM Summer School On Graph Theory and Graph Algorithms,2018 - Coimbatore",Special Series,IIT Madras
2538,"ACM Summer School In Data Science,2018 - Goa",Special Series,IIT Madras
2539,"Topics In Theoretical Computer Science,2018 - Chennai Mathematical Institute",Special Series,IIT Madras
2540,"Researching Anglo-Indians in India and the Diaspora,2018 - Chennai ",Special Series,IIT Madras
2541,"DRAVIDIAN TEMPLE ARCHITECTURE & CONSTRUCTION TECHNIQUES,2018 - Chennai",Special Series,IIT Madras
2542,"ACM Summer School in Information Security and Forensics, 2018 - Bangalore",Special Series,IIT Madras
2543,"ACM Summer School on Algorithmic Game Theory,2019 - IIT Gandhinagar",Special Series,IIT Madras
2544,"ACM Summer School on Graph Theory and Graph Algorithms,2019 - Calicut",Special Series,IIT Madras
